frame_id,image_path,timestamp,backend,n_detections,max_confidence,monitor_score,q95_threshold,q99_threshold,state_before,state_after,transition_reason,latency_ms
100,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001286.png,2026-07-17T12:01:17.203696+00:00,pytorch,11,0.743834,0.256166,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.68
101,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001297.png,2026-07-17T12:01:17.220431+00:00,pytorch,1,0.788243,0.211757,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.78
102,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001300.png,2026-07-17T12:01:17.236463+00:00,pytorch,1,0.852729,0.147271,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.93
103,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001313.png,2026-07-17T12:01:17.252299+00:00,pytorch,6,0.940355,0.059645,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.6
104,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001317.png,2026-07-17T12:01:17.268290+00:00,pytorch,16,0.91056,0.08944,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.49
105,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001329.png,2026-07-17T12:01:17.283303+00:00,pytorch,3,0.900214,0.099786,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.84
106,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001347.png,2026-07-17T12:01:17.299182+00:00,pytorch,7,0.879067,0.120933,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.83
107,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001413.png,2026-07-17T12:01:17.315290+00:00,pytorch,8,0.898741,0.101259,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.24
108,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001421.png,2026-07-17T12:01:17.331187+00:00,pytorch,1,0.820265,0.179735,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.21
109,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001427.png,2026-07-17T12:01:17.348711+00:00,pytorch,1,0.851623,0.148377,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.85
110,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001429.png,2026-07-17T12:01:17.366693+00:00,pytorch,29,0.931419,0.068581,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,17.8
111,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001438.png,2026-07-17T12:01:17.383694+00:00,pytorch,8,0.936233,0.063767,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,17.08
112,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001451.png,2026-07-17T12:01:17.400711+00:00,pytorch,10,0.917347,0.082653,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.47
113,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001475.png,2026-07-17T12:01:17.423695+00:00,pytorch,43,0.927715,0.072285,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,23.32
114,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001477.png,2026-07-17T12:01:17.440721+00:00,pytorch,1,0.8361,0.1639,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.7
115,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001481.png,2026-07-17T12:01:17.457843+00:00,pytorch,17,0.924124,0.075876,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,17.12
116,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001493.png,2026-07-17T12:01:17.474843+00:00,pytorch,9,0.887602,0.112398,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.5
117,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001542.png,2026-07-17T12:01:17.491842+00:00,pytorch,8,0.895518,0.104482,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,17.19
118,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001545.png,2026-07-17T12:01:17.507843+00:00,pytorch,14,0.938827,0.061173,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.76
119,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001554.png,2026-07-17T12:01:17.532888+00:00,pytorch,2,0.846129,0.153871,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,24.31
120,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001616.png,2026-07-17T12:01:17.549994+00:00,pytorch,19,0.949322,0.050678,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,17.24
121,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001635.png,2026-07-17T12:01:17.569994+00:00,pytorch,1,0.83762,0.16238,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,19.91
122,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001644.png,2026-07-17T12:01:17.585994+00:00,pytorch,21,0.904937,0.095063,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.01
123,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001651.png,2026-07-17T12:01:17.602994+00:00,pytorch,12,0.939912,0.060088,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.68
124,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001674.png,2026-07-17T12:01:17.619994+00:00,pytorch,47,0.923345,0.076655,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.62
125,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001681.png,2026-07-17T12:01:17.635998+00:00,pytorch,29,0.950209,0.049791,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.81
126,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001702.png,2026-07-17T12:01:17.652509+00:00,pytorch,3,0.91742,0.08258,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.58
127,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001742.png,2026-07-17T12:01:17.669509+00:00,pytorch,12,0.925452,0.074548,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.9
128,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001761.png,2026-07-17T12:01:17.685509+00:00,pytorch,3,0.868991,0.131009,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.3
129,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001762.png,2026-07-17T12:01:17.701526+00:00,pytorch,4,0.89373,0.10627,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.86
130,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001765.png,2026-07-17T12:01:17.715509+00:00,pytorch,13,0.936769,0.063231,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.59
131,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001766.png,2026-07-17T12:01:17.730512+00:00,pytorch,15,0.906046,0.093954,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.51
132,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001779.png,2026-07-17T12:01:17.745034+00:00,pytorch,12,0.917522,0.082478,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.55
133,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001814.png,2026-07-17T12:01:17.761046+00:00,pytorch,4,0.947758,0.052242,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.26
134,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001855.png,2026-07-17T12:01:17.777046+00:00,pytorch,20,0.925469,0.074531,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.15
135,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001871.png,2026-07-17T12:01:17.793062+00:00,pytorch,1,0.887864,0.112136,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.95
136,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001896.png,2026-07-17T12:01:17.808046+00:00,pytorch,9,0.912534,0.087466,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.5
137,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001902.png,2026-07-17T12:01:17.823045+00:00,pytorch,1,0.811259,0.188741,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.98
138,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001908.png,2026-07-17T12:01:17.837075+00:00,pytorch,32,0.917533,0.082467,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.63
139,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001913.png,2026-07-17T12:01:17.852445+00:00,pytorch,2,0.835661,0.164339,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.59
140,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001934.png,2026-07-17T12:01:17.867429+00:00,pytorch,5,0.871802,0.128198,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.45
141,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001953.png,2026-07-17T12:01:17.884428+00:00,pytorch,4,0.896898,0.103102,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.6
142,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001960.png,2026-07-17T12:01:17.902452+00:00,pytorch,5,0.914817,0.085183,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,17.5
143,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001972.png,2026-07-17T12:01:17.918428+00:00,pytorch,9,0.871205,0.128795,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.15
144,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001981.png,2026-07-17T12:01:17.935436+00:00,pytorch,16,0.867592,0.132408,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,17.22
145,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001995.png,2026-07-17T12:01:17.952515+00:00,pytorch,2,0.836928,0.163072,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.53
146,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\001996.png,2026-07-17T12:01:17.969515+00:00,pytorch,4,0.92975,0.07025,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.31
147,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002000.png,2026-07-17T12:01:17.989515+00:00,pytorch,8,0.944498,0.055502,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,19.79
148,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002077.png,2026-07-17T12:01:18.005517+00:00,pytorch,19,0.936903,0.063097,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.35
149,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002088.png,2026-07-17T12:01:18.022532+00:00,pytorch,32,0.930523,0.069477,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.71
150,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002091.png,2026-07-17T12:01:18.038522+00:00,pytorch,5,0.905849,0.094151,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.04
151,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002096.png,2026-07-17T12:01:18.055089+00:00,pytorch,11,0.937333,0.062667,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.97
152,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002105.png,2026-07-17T12:01:18.071109+00:00,pytorch,31,0.930746,0.069254,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.03
153,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002147.png,2026-07-17T12:01:18.088103+00:00,pytorch,55,0.936618,0.063382,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.87
154,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002167.png,2026-07-17T12:01:18.105106+00:00,pytorch,7,0.90794,0.09206,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.71
155,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002173.png,2026-07-17T12:01:18.121103+00:00,pytorch,19,0.921276,0.078724,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.91
156,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002188.png,2026-07-17T12:01:18.137092+00:00,pytorch,4,0.888177,0.111823,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.09
157,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002190.png,2026-07-17T12:01:18.153964+00:00,pytorch,1,0.813788,0.186212,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.16
158,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002207.png,2026-07-17T12:01:18.168982+00:00,pytorch,3,0.909212,0.090788,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.72
159,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002229.png,2026-07-17T12:01:18.186963+00:00,pytorch,6,0.892563,0.107437,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.9
160,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002230.png,2026-07-17T12:01:18.210964+00:00,pytorch,29,0.912894,0.087106,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,24.76
161,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002232.png,2026-07-17T12:01:18.227963+00:00,pytorch,16,0.941956,0.058044,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.12
162,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002237.png,2026-07-17T12:01:18.243990+00:00,pytorch,5,0.90491,0.09509,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.39
163,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002238.png,2026-07-17T12:01:18.261558+00:00,pytorch,1,0.839519,0.160481,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,17.41
164,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002248.png,2026-07-17T12:01:18.282557+00:00,pytorch,6,0.900423,0.099577,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,20.67
165,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002252.png,2026-07-17T12:01:18.299556+00:00,pytorch,1,0.868873,0.131127,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.8
166,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002316.png,2026-07-17T12:01:18.315556+00:00,pytorch,1,0.881692,0.118308,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.14
167,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002317.png,2026-07-17T12:01:18.335561+00:00,pytorch,55,0.944611,0.055389,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,19.24
168,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002327.png,2026-07-17T12:01:18.354112+00:00,pytorch,4,0.896885,0.103115,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,18.17
169,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002344.png,2026-07-17T12:01:18.370111+00:00,pytorch,12,0.923695,0.076305,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.07
170,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002354.png,2026-07-17T12:01:18.387111+00:00,pytorch,2,0.528606,0.471394,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.57
171,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002356.png,2026-07-17T12:01:18.404094+00:00,pytorch,4,0.911929,0.088071,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.98
172,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002360.png,2026-07-17T12:01:18.421096+00:00,pytorch,1,0.863403,0.136597,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,17.55
173,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002364.png,2026-07-17T12:01:18.438121+00:00,pytorch,8,0.888449,0.111551,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.43
174,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002371.png,2026-07-17T12:01:18.453686+00:00,pytorch,11,0.937713,0.062287,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.73
175,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002385.png,2026-07-17T12:01:18.470685+00:00,pytorch,14,0.928044,0.071956,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.71
176,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002386.png,2026-07-17T12:01:18.486685+00:00,pytorch,30,0.828421,0.171579,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.32
177,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002403.png,2026-07-17T12:01:18.502685+00:00,pytorch,2,0.92051,0.07949,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.37
178,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002418.png,2026-07-17T12:01:18.520702+00:00,pytorch,16,0.847531,0.152469,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,17.26
179,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002423.png,2026-07-17T12:01:18.537694+00:00,pytorch,10,0.919121,0.080879,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,17.33
180,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002435.png,2026-07-17T12:01:18.554256+00:00,pytorch,21,0.932934,0.067066,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.34
181,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002450.png,2026-07-17T12:01:18.571248+00:00,pytorch,17,0.947957,0.052043,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.39
182,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002453.png,2026-07-17T12:01:18.587042+00:00,pytorch,2,0.882988,0.117012,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.18
183,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002469.png,2026-07-17T12:01:18.604054+00:00,pytorch,1,0.874319,0.125681,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.32
184,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002491.png,2026-07-17T12:01:18.619058+00:00,pytorch,2,0.90752,0.09248,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.35
185,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002493.png,2026-07-17T12:01:18.633264+00:00,pytorch,2,0.827784,0.172216,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.29
186,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002501.png,2026-07-17T12:01:18.649799+00:00,pytorch,13,0.876429,0.123571,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.81
187,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002531.png,2026-07-17T12:01:18.665781+00:00,pytorch,19,0.893934,0.106066,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.9
188,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002545.png,2026-07-17T12:01:18.681798+00:00,pytorch,2,0.936729,0.063271,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.79
189,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002576.png,2026-07-17T12:01:18.696799+00:00,pytorch,3,0.897643,0.102357,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.34
190,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002589.png,2026-07-17T12:01:18.712798+00:00,pytorch,7,0.928433,0.071567,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.55
191,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002594.png,2026-07-17T12:01:18.727891+00:00,pytorch,9,0.919073,0.080927,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.38
192,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002636.png,2026-07-17T12:01:18.743478+00:00,pytorch,7,0.883848,0.116152,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.18
193,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002652.png,2026-07-17T12:01:18.758746+00:00,pytorch,27,0.934136,0.065864,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.31
194,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002690.png,2026-07-17T12:01:18.775764+00:00,pytorch,11,0.887674,0.112326,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.42
195,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002700.png,2026-07-17T12:01:18.792748+00:00,pytorch,2,0.89965,0.10035,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.5
196,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002701.png,2026-07-17T12:01:18.808747+00:00,pytorch,4,0.9055,0.0945,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.29
197,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002723.png,2026-07-17T12:01:18.823751+00:00,pytorch,8,0.791748,0.208252,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.54
198,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002728.png,2026-07-17T12:01:18.840031+00:00,pytorch,4,0.933117,0.066883,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.11
199,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002771.png,2026-07-17T12:01:18.855557+00:00,pytorch,19,0.919523,0.080477,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.39
200,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002784.png,2026-07-17T12:01:18.869668+00:00,pytorch,1,0.876381,0.123619,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.58
201,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002799.png,2026-07-17T12:01:18.884596+00:00,pytorch,1,0.87183,0.12817,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.72
202,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002813.png,2026-07-17T12:01:18.900551+00:00,pytorch,7,0.830702,0.169298,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.87
203,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002824.png,2026-07-17T12:01:18.917551+00:00,pytorch,12,0.937298,0.062702,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.93
